"Period","Activity","Source","Destination","Energy (MW.h)","Total Value (CAN$)","Price (CAN$/MW.h)"
"10/01/2017","Exports","Total","Michigan","438765.8490","15459474.5821","35.23"
"10/01/2017","Exports","Total","Minn / N. Dakota","635629.4830","29953450.8000","Confidential"
"10/01/2017","Exports","Total","Minnesota","54113.5200","1135791.6000","20.99"
"10/01/2017","Exports","Total","Montana","23288.4000","595295.8766","25.56"
"10/01/2017","Exports","Total","New England-ISO","154470.9000","5974927.4781","29.07"
"10/01/2017","Exports","Total","New York","1242527.6711","34038252.1891","24.46"
"10/01/2017","Exports","Total","North Dakota","4536.0000","115591.5100","25.48"
"10/01/2017","Exports","Total","Oregon","80121.0000","2934109.9590","36.62"
"10/01/2017","Exports","Total","Pennsylvania","250.0000","2998.9000","12.00"
"10/01/2017","Exports","Total","Pennsylvania Jersey Maryland Power Pool","1715.0000","83999.2300","48.98"
"10/01/2017","Exports","Total","Texas","170.0000","11481.5152","67.54"
"10/01/2017","Exports","Total","Total","4689560.6583","185858852.9328","35.95"
"10/01/2017","Exports","Total","Utah","90.0000","5444.5824","60.50"
"10/01/2017","Exports","Total","Vermont","769757.0000","40718098.2300","37.88"
"10/01/2017","Exports","Total","Washington","214116.8313","6122241.2777","28.59"
"10/01/2017","Imports","Arizona","British Columbia","832.0000","6193.2124","7.44"
"10/01/2017","Imports","Arizona","Total","832.0000","6193.2124","7.44"
"10/01/2017","Imports","California","British Columbia","145.0000","1701.4320","11.73"
"10/01/2017","Imports","California","Total","145.0000","1701.4320","11.73"
"10/01/2017","Imports","Idaho","British Columbia","4436.0000","66470.5371","14.98"
"10/01/2017","Imports","Idaho","Total","4436.0000","66470.5371","14.98"
"10/01/2017","Imports","Indiana","Ontario","0.0000","0.0000","0.00"
"10/01/2017","Imports","Indiana","Total","0.0000","0.0000","0.00"
"10/01/2017","Imports","Maine","New Brunswick","12542.0000","519160.7800","41.39"
"10/01/2017","Imports","Maine","Total","12542.0000","519160.7800","41.39"
"10/01/2017","Imports","Michigan","Ontario","3495.0000","145175.2515","41.54"
"10/01/2017","Imports","Michigan","Total","3495.0000","145175.2515","41.54"
"10/01/2017","Imports","Minn / N. Dakota","Manitoba","7638.0000","335570.4000","43.93"
"10/01/2017","Imports","Minn / N. Dakota","Total","7638.0000","335570.4000","43.93"
"10/01/2017","Imports","Minnesota","Ontario","4121.0000","88848.6000","21.56"
"10/01/2017","Imports","Minnesota","Total","4121.0000","88848.6000","21.56"
"10/01/2017","Imports","Montana","Alberta","3165.1600","61126.6800","19.31"
"10/01/2017","Imports","Montana","British Columbia","800.0000","23522.6124","29.40"
"10/01/2017","Imports","Montana","Total","3965.1600","84649.2924","21.35"
"10/01/2017","Imports","Nebraska","British Columbia","173.0000","-668.0452","-3.86"
"10/01/2017","Imports","Nebraska","Total","173.0000","-668.0452","-3.86"
"10/01/2017","Imports","New York","Ontario","380.0000","3610.3383","9.50"
"10/01/2017","Imports","New York","Québec","335.0000","8230.1700","24.57"
"10/01/2017","Imports","New York","Total","715.0000","11840.5083","16.56"
"10/01/2017","Imports","North Dakota","Saskatchewan","5162.0000","58247.6000","11.28"
"10/01/2017","Imports","North Dakota","Total","5162.0000","58247.6000","11.28"
"10/01/2017","Imports","Oregon","Alberta","114.0000","2965.0000","26.01"
"10/01/2017","Imports","Oregon","British Columbia","8474.0000","225978.6835","26.67"
"10/01/2017","Imports","Oregon","Total","8588.0000","228943.6835","26.66"
"10/01/2017","Imports","Pennsylvania Jersey Maryland Power Pool","Ontario","0.0000","0.0000","0.00"
"10/01/2017","Imports","Pennsylvania Jersey Maryland Power Pool","Total","0.0000","0.0000","0.00"
"10/01/2017","Imports","Total","Alberta","47216.5600","107316.5127","2.27"
"10/01/2017","Imports","Total","British Columbia","582316.7831","16910723.0153","29.04"
"10/01/2017","Imports","Total","Manitoba","7638.0000","335570.4000","43.93"
"10/01/2017","Imports","Total","New Brunswick","12542.0000","519160.7800","41.39"
"10/01/2017","Imports","Total","Ontario","7996.0000","237634.1898","29.72"
"10/01/2017","Imports","Total","Québec","1385.0000","27237.8800","19.67"
"10/01/2017","Imports","Total","Saskatchewan","5162.0000","58247.6000","11.28"
"10/01/2017","Imports","Total","Total","664256.3431","18195890.3778","27.39"
"10/01/2017","Imports","Utah","British Columbia","17.0000","149.9780","8.82"
"10/01/2017","Imports","Utah","Total","17.0000","149.9780","8.82"
"10/01/2017","Imports","Vermont","Québec","1050.0000","19007.7100","18.10"
"10/01/2017","Imports","Vermont","Total","1050.0000","19007.7100","18.10"
"10/01/2017","Imports","Washington","Alberta","43937.4000","43224.8327","0.98"
"10/01/2017","Imports","Washington","British Columbia","567439.7831","16587374.6051","29.23"
"10/01/2017","Imports","Washington","Total","611377.1831","16630599.4378","27.20"
"11/01/2017","Exports","Alberta","California","75.0000","4371.0000","58.28"
"11/01/2017","Exports","Alberta","Indiana","0.0000","0.0000","0.00"
"11/01/2017","Exports","Alberta","Montana","4146.1760","92287.7700","22.26"
"11/01/2017","Exports","Alberta","Total","13352.1760","348045.6730","26.07"
"11/01/2017","Exports","Alberta","Washington","9131.0000","251386.9030","27.53"
"11/01/2017","Exports","British Columbia","Alaska","82.0800","5875.2900","71.58"
"11/01/2017","Exports","British Columbia","California","497971.1314","22324372.9025","44.83"
"11/01/2017","Exports","British Columbia","Idaho","1243.0000","51393.2125","41.35"
"11/01/2017","Exports","British Columbia","Montana","1286.0000","34680.5096","26.97"
"11/01/2017","Exports","British Columbia","Nebraska","100.0000","2465.5973","24.66"
"11/01/2017","Exports","British Columbia","Oregon","92449.0000","3321619.0563","35.93"
"11/01/2017","Exports","British Columbia","Total","747434.6906","30967045.0278","41.43"
"11/01/2017","Exports","British Columbia","Washington","154303.4792","5226638.4596","33.87"
"11/01/2017","Exports","Manitoba","Indiana","0.0000","0.0000","0.00"
"11/01/2017","Exports","Manitoba","Minn / N. Dakota","290103.0500","20292216.5800","Confidential"
"11/01/2017","Exports","Manitoba","Texas","0.0000","0.0000","0.00"
"11/01/2017","Exports","Manitoba","Total","290103.0500","20292216.5800","Confidential"
"11/01/2017","Exports","New Brunswick","Maine","114222.0000","8420238.8300","73.72"
"11/01/2017","Exports","New Brunswick","Total","114222.0000","8420238.8300","73.72"
"11/01/2017","Exports","Newfoundland and Labrador","New England-ISO","35195.0000","1182423.1200","33.60"
"11/01/2017","Exports","Newfoundland and Labrador","New York","74179.4100","1597092.9800","21.53"
"11/01/2017","Exports","Newfoundland and Labrador","Total","109374.4100","2779516.1000","25.41"
"11/01/2017","Exports","Nova Scotia","Maine","1765.0000","58714.7477","33.27"
"11/01/2017","Exports","Nova Scotia","Total","1765.0000","58714.7477","33.27"
"11/01/2017","Exports","Ontario","Indiana","1236.0000","40847.9800","33.05"
"11/01/2017","Exports","Ontario","Massachusetts","967.0000","33009.0300","34.14"
"11/01/2017","Exports","Ontario","Michigan","626346.5230","20903750.0941","33.37"
"11/01/2017","Exports","Ontario","Minn / N. Dakota","114.0000","3835.5300","33.65"
"11/01/2017","Exports","Ontario","Minnesota","125220.0000","3436655.8800","27.44"
"11/01/2017","Exports","Ontario","New England-ISO","49061.0800","2139099.9000","43.60"
"11/01/2017","Exports","Ontario","New York","690110.8773","16261136.3170","23.56"
"11/01/2017","Exports","Ontario","Ohio","200.0000","3323.0000","16.61"
"11/01/2017","Exports","Ontario","Pennsylvania","215.0000","1872.4500","8.71"
"11/01/2017","Exports","Ontario","Pennsylvania Jersey Maryland Power Pool","11652.0000","376864.7500","32.34"
"11/01/2017","Exports","Ontario","Total","1513090.4803","43556853.9311","28.79"
"11/01/2017","Exports","Ontario","Vermont","7968.0000","356459.0000","44.74"
"11/01/2017","Exports","Québec","Maine","196946.0000","8288153.8100","42.08"
"11/01/2017","Exports","Québec","New England-ISO","131987.0000","5517342.5400","41.80"
"11/01/2017","Exports","Québec","New York","782239.0000","23940260.9200","30.20"
"11/01/2017","Exports","Québec","Total","2078294.0000","93334759.3500","38.75"
"11/01/2017","Exports","Québec","Vermont","967122.0000","55589002.0800","44.57"
"11/01/2017","Exports","Saskatchewan","North Dakota","5164.0000","292120.6800","56.57"
"11/01/2017","Exports","Saskatchewan","Total","5164.0000","292120.6800","56.57"
"11/01/2017","Exports","Total","Alaska","82.0800","5875.2900","71.58"
"11/01/2017","Exports","Total","California","498046.1314","22328743.9025","44.83"
"11/01/2017","Exports","Total","Idaho","1243.0000","51393.2125","41.35"
"11/01/2017","Exports","Total","Indiana","1236.0000","40847.9800","33.05"
"11/01/2017","Exports","Total","Maine","312933.0000","16767107.3877","53.58"
"11/01/2017","Exports","Total","Massachusetts","967.0000","33009.0300","34.14"
"11/01/2017","Exports","Total","Michigan","626346.5230","20903750.0941","33.37"
"11/01/2017","Exports","Total","Minn / N. Dakota","290217.0500","20296052.1100","Confidential"
"11/01/2017","Exports","Total","Minnesota","125220.0000","3436655.8800","27.44"
"11/01/2017","Exports","Total","Montana","5432.1760","126968.2796","23.37"
"11/01/2017","Exports","Total","Nebraska","100.0000","2465.5973","24.66"
"11/01/2017","Exports","Total","New England-ISO","216243.0800","8838865.5600","40.87"
"11/01/2017","Exports","Total","New York","1546529.2873","41798490.2170","26.82"
"11/01/2017","Exports","Total","North Dakota","5164.0000","292120.6800","56.57"
"11/01/2017","Exports","Total","Ohio","200.0000","3323.0000","16.61"
"11/01/2017","Exports","Total","Oregon","92449.0000","3321619.0563","35.93"
"11/01/2017","Exports","Total","Pennsylvania","215.0000","1872.4500","8.71"
"11/01/2017","Exports","Total","Pennsylvania Jersey Maryland Power Pool","11652.0000","376864.7500","32.34"
"11/01/2017","Exports","Total","Texas","0.0000","0.0000","0.00"
"11/01/2017","Exports","Total","Total","4872799.8069","200049510.9196","38.36"
"11/01/2017","Exports","Total","Vermont","975090.0000","55945461.0800","44.58"
"11/01/2017","Exports","Total","Washington","163434.4792","5478025.3626","33.52"
"11/01/2017","Imports","Arizona","British Columbia","330.0000","5477.6865","16.60"
"11/01/2017","Imports","Arizona","Total","330.0000","5477.6865","16.60"
"11/01/2017","Imports","California","Alberta","350.0000","8783.0000","25.09"
"11/01/2017","Imports","California","Total","350.0000","8783.0000","25.09"
"11/01/2017","Imports","Idaho","Alberta","25.0000","532.0000","21.28"
"11/01/2017","Imports","Idaho","British Columbia","5384.0000","80913.9845","15.03"
"11/01/2017","Imports","Idaho","Total","5409.0000","81445.9845","15.06"
"11/01/2017","Imports","Indiana","Ontario","0.0000","0.0000","0.00"
"11/01/2017","Imports","Indiana","Total","0.0000","0.0000","0.00"
"11/01/2017","Imports","Maine","New Brunswick","9231.0000","417703.2000","45.25"
"11/01/2017","Imports","Maine","Total","9231.0000","417703.2000","45.25"
"11/01/2017","Imports","Michigan","Ontario","18985.0000","601878.1056","31.70"
"11/01/2017","Imports","Michigan","Total","18985.0000","601878.1056","31.70"
"11/01/2017","Imports","Minn / N. Dakota","Alberta","182.0000","4614.7200","25.36"
"11/01/2017","Imports","Minn / N. Dakota","Manitoba","31099.0000","939555.9900","30.21"
"11/01/2017","Imports","Minn / N. Dakota","Total","31281.0000","944170.7100","30.18"
"11/01/2017","Imports","Minnesota","Ontario","22109.6700","476507.7100","21.55"
"11/01/2017","Imports","Minnesota","Total","22109.6700","476507.7100","21.55"
"11/01/2017","Imports","Montana","Alberta","15021.0380","555859.0900","37.01"
"11/01/2017","Imports","Montana","British Columbia","1227.0000","29154.6352","23.76"
"11/01/2017","Imports","Montana","Total","16248.0380","585013.7252","36.01"
"11/01/2017","Imports","Nebraska","British Columbia","1484.0000","-12138.9362","-8.18"
"11/01/2017","Imports","Nebraska","Total","1484.0000","-12138.9362","-8.18"
"11/01/2017","Imports","New York","Ontario","628.0000","31542.6400","50.23"
"11/01/2017","Imports","New York","Québec","717.0000","53018.8300","73.95"
"11/01/2017","Imports","New York","Total","1345.0000","84561.4700","62.87"
"11/01/2017","Imports","North Dakota","Alberta","770.0000","85771.6900","111.39"
"11/01/2017","Imports","North Dakota","Saskatchewan","6979.0000","163610.8800","23.44"
"11/01/2017","Imports","North Dakota","Total","7749.0000","249382.5700","32.18"
"11/01/2017","Imports","Oregon","Alberta","817.0000","25738.0000","31.50"
"11/01/2017","Imports","Oregon","British Columbia","2726.0000","73699.3346","27.04"
"11/01/2017","Imports","Oregon","Total","3543.0000","99437.3346","28.07"
"11/01/2017","Imports","Pennsylvania Jersey Maryland Power Pool","Ontario","0.0000","0.0000","0.00"
"11/01/2017","Imports","Pennsylvania Jersey Maryland Power Pool","Total","0.0000","0.0000","0.00"
"11/01/2017","Imports","Total","Alberta","31766.0380","1106968.3243","34.85"
"11/01/2017","Imports","Total","British Columbia","563253.1664","16257285.9964","28.86"
"11/01/2017","Imports","Total","Manitoba","31099.0000","939555.9900","30.21"
"11/01/2017","Imports","Total","New Brunswick","9231.0000","417703.2000","45.25"
"11/01/2017","Imports","Total","Ontario","41722.6700","1109928.4556","26.60"
"11/01/2017","Imports","Total","Québec","1017.0000","69173.5400","68.02"
"11/01/2017","Imports","Total","Saskatchewan","6979.0000","163610.8800","23.44"
"11/01/2017","Imports","Total","Total","685067.8744","20064226.3863","29.29"
"11/01/2017","Imports","Vermont","Québec","300.0000","16154.7100","53.85"
"11/01/2017","Imports","Vermont","Total","300.0000","16154.7100","53.85"
"11/01/2017","Imports","Washington","Alberta","14601.0000","425669.8243","29.15"
"11/01/2017","Imports","Washington","British Columbia","552031.1664","16077912.8831","29.13"
"11/01/2017","Imports","Washington","Total","566632.1664","16503582.7074","29.13"
"11/01/2017","Imports","Wyoming","British Columbia","71.0000","2266.4087","31.92"
"11/01/2017","Imports","Wyoming","Total","71.0000","2266.4087","31.92"
"12/01/2017","Exports","Alberta","California","7.0000","152.6700","21.81"
"12/01/2017","Exports","Alberta","Indiana","0.0000","0.0000","0.00"
"12/01/2017","Exports","Alberta","Montana","16459.9480","402552.9500","24.46"
"12/01/2017","Exports","Alberta","Total","55662.3980","1375695.1300","24.71"
"12/01/2017","Exports","Alberta","Washington","39195.4500","972989.5100","24.82"
"12/01/2017","Exports","British Columbia","Alaska","81.1200","5806.5696","71.58"
"12/01/2017","Exports","British Columbia","Arizona","546.0000","41057.7824","75.20"
"12/01/2017","Exports","British Columbia","California","989021.3941","47010655.9592","47.53"
"12/01/2017","Exports","British Columbia","Idaho","6.0000","0.0000","0.00"
"12/01/2017","Exports","British Columbia","Montana","2186.0000","100113.5641","45.80"
"12/01/2017","Exports","British Columbia","Nebraska","843.0000","43271.4575","51.33"
"12/01/2017","Exports","British Columbia","Oregon","76540.0000","3077893.8875","40.21"
"12/01/2017","Exports","British Columbia","Texas","350.0000","29817.7165","85.19"
"12/01/2017","Exports","British Columbia","Total","1212984.8177","55153232.1335","45.47"
"12/01/2017","Exports","British Columbia","Utah","1053.0000","84598.0335","80.34"
"12/01/2017","Exports","British Columbia","Washington","142278.3036","4756032.9544","33.43"
"12/01/2017","Exports","British Columbia","Wyoming","80.0000","3984.2088","49.80"
"12/01/2017","Exports","Manitoba","Indiana","0.0000","0.0000","0.00"
"12/01/2017","Exports","Manitoba","Minn / N. Dakota","358291.5070","22224079.9000","Confidential"
"12/01/2017","Exports","Manitoba","Texas","0.0000","0.0000","0.00"
"12/01/2017","Exports","Manitoba","Total","358291.5070","22224079.9000","Confidential"
"12/01/2017","Exports","New Brunswick","Maine","99094.0000","9108989.3300","91.92"
"12/01/2017","Exports","New Brunswick","Total","99094.0000","9108989.3300","91.92"
"12/01/2017","Exports","Nova Scotia","Maine","11068.0000","1457908.4081","131.72"
"12/01/2017","Exports","Nova Scotia","Total","11068.0000","1457908.4081","131.72"
"12/01/2017","Exports","Ontario","Indiana","9000.0000","571869.6700","63.54"
"12/01/2017","Exports","Ontario","Massachusetts","2057.0000","345524.7200","167.98"
"12/01/2017","Exports","Ontario","Michigan","523010.9060","20251510.8237","38.72"
"12/01/2017","Exports","Ontario","Minnesota","111913.0000","3311801.7000","29.59"
"12/01/2017","Exports","Ontario","New England-ISO","76724.2500","8962322.7700","116.81"
"12/01/2017","Exports","Ontario","New York","699522.4979","27251251.4156","38.96"
"12/01/2017","Exports","Ontario","Pennsylvania","4430.0000","188446.1300","42.54"
"12/01/2017","Exports","Ontario","Pennsylvania Jersey Maryland Power Pool","34109.0000","1980112.3600","58.05"
"12/01/2017","Exports","Ontario","Total","1469466.6539","63650491.5893","43.32"
"12/01/2017","Exports","Ontario","Vermont","8700.0000","787652.0000","90.53"
"12/01/2017","Exports","Québec","Maine","299693.0000","27313261.7500","91.14"
"12/01/2017","Exports","Québec","New England-ISO","120282.0000","12198656.1900","101.42"
"12/01/2017","Exports","Québec","New York","798456.0000","922904.1700","0.79"
"12/01/2017","Exports","Québec","Total","2112389.0000","99296831.9700","40.95"
"12/01/2017","Exports","Québec","Vermont","893958.0000","58862009.8600","51.87"
"12/01/2017","Exports","Saskatchewan","North Dakota","13920.0000","592327.5400","42.55"
"12/01/2017","Exports","Saskatchewan","Total","13920.0000","592327.5400","42.55"
"12/01/2017","Exports","Total","Alaska","81.1200","5806.5696","71.58"
"12/01/2017","Exports","Total","Arizona","546.0000","41057.7824","75.20"
"12/01/2017","Exports","Total","California","989028.3941","47010808.6292","47.53"
"12/01/2017","Exports","Total","Idaho","6.0000","0.0000","0.00"
"12/01/2017","Exports","Total","Indiana","9000.0000","571869.6700","63.54"
"12/01/2017","Exports","Total","Maine","409855.0000","37880159.4881","92.42"
"12/01/2017","Exports","Total","Massachusetts","2057.0000","345524.7200","167.98"
"12/01/2017","Exports","Total","Michigan","523010.9060","20251510.8237","38.72"
"12/01/2017","Exports","Total","Minn / N. Dakota","358291.5070","22224079.9000","Confidential"
"12/01/2017","Exports","Total","Minnesota","111913.0000","3311801.7000","29.59"
"12/01/2017","Exports","Total","Montana","18645.9480","502666.5141","26.96"
"12/01/2017","Exports","Total","Nebraska","843.0000","43271.4575","51.33"
"12/01/2017","Exports","Total","New England-ISO","197006.2500","21160978.9600","107.41"
"12/01/2017","Exports","Total","New York","1497978.4979","28174155.5856","18.61"
"12/01/2017","Exports","Total","North Dakota","13920.0000","592327.5400","42.55"
"12/01/2017","Exports","Total","Oregon","76540.0000","3077893.8875","40.21"
"12/01/2017","Exports","Total","Pennsylvania","4430.0000","188446.1300","42.54"
"12/01/2017","Exports","Total","Pennsylvania Jersey Maryland Power Pool","34109.0000","1980112.3600","58.05"
"12/01/2017","Exports","Total","Texas","350.0000","29817.7165","85.19"
"12/01/2017","Exports","Total","Total","5332876.3766","252859556.0009","44.89"
"12/01/2017","Exports","Total","Utah","1053.0000","84598.0335","80.34"
"12/01/2017","Exports","Total","Vermont","902658.0000","59649661.8600","52.24"
"12/01/2017","Exports","Total","Washington","181473.7536","5729022.4644","31.57"
"12/01/2017","Exports","Total","Wyoming","80.0000","3984.2088","49.80"
"12/01/2017","Imports","Arizona","British Columbia","160.0000","1021.5920","6.38"
"12/01/2017","Imports","Arizona","Total","160.0000","1021.5920","6.38"
"12/01/2017","Imports","Idaho","British Columbia","700.0000","14078.8147","20.11"
"12/01/2017","Imports","Idaho","Total","700.0000","14078.8147","20.11"
"12/01/2017","Imports","Indiana","Ontario","0.0000","0.0000","0.00"
"12/01/2017","Imports","Indiana","Total","0.0000","0.0000","0.00"
"12/01/2017","Imports","Maine","New Brunswick","34813.0000","2876490.0600","82.63"
"12/01/2017","Imports","Maine","Total","34813.0000","2876490.0600","82.63"
"12/01/2017","Imports","Michigan","Ontario","11382.0000","370884.2000","32.59"
"12/01/2017","Imports","Michigan","Total","11382.0000","370884.2000","32.59"
"12/01/2017","Imports","Minn / N. Dakota","Manitoba","30320.0000","1379025.7300","45.48"
"12/01/2017","Imports","Minn / N. Dakota","Ontario","48.0000","2563.4600","53.41"
"12/01/2017","Imports","Minn / N. Dakota","Total","30368.0000","1381589.1900","45.49"
"12/01/2017","Imports","Minnesota","Ontario","11033.0000","246668.2400","22.36"
"12/01/2017","Imports","Minnesota","Total","11033.0000","246668.2400","22.36"
"12/01/2017","Imports","Montana","Alberta","4317.0720","78520.3600","18.19"
"12/01/2017","Imports","Montana","British Columbia","3097.0000","84134.4215","27.17"
"12/01/2017","Imports","Montana","Total","7414.0720","162654.7815","21.94"
"12/01/2017","Imports","Nebraska","British Columbia","775.0000","-5002.4422","-6.45"
"12/01/2017","Imports","Nebraska","Total","775.0000","-5002.4422","-6.45"
"12/01/2017","Imports","New York","Ontario","0.0000","0.0000","0.00"
"12/01/2017","Imports","New York","Québec","93979.0000","8492071.7200","90.36"
"12/01/2017","Imports","New York","Total","93979.0000","8492071.7200","90.36"
"12/01/2017","Imports","North Dakota","Saskatchewan","950.0000","13955.5100","14.69"
"12/01/2017","Imports","North Dakota","Total","950.0000","13955.5100","14.69"
"12/01/2017","Imports","Oregon","Alberta","114.0000","2965.1400","26.01"
"12/01/2017","Imports","Oregon","British Columbia","2104.0000","52296.2520","24.86"
"12/01/2017","Imports","Oregon","Total","2218.0000","55261.3920","24.91"
"12/01/2017","Imports","Pennsylvania","Ontario","40.0000","1330.4000","33.26"
"12/01/2017","Imports","Pennsylvania","Total","40.0000","1330.4000","33.26"
"12/01/2017","Imports","Pennsylvania Jersey Maryland Power Pool","Ontario","252.0000","9766.4200","38.76"
"12/01/2017","Imports","Pennsylvania Jersey Maryland Power Pool","Total","252.0000","9766.4200","38.76"
"12/01/2017","Imports","Total","Alberta","6486.0720","150250.6100","23.17"
"12/01/2017","Imports","Total","British Columbia","538730.9998","16300163.6342","30.26"
"12/01/2017","Imports","Total","Manitoba","30320.0000","1379025.7300","45.48"
"12/01/2017","Imports","Total","New Brunswick","34813.0000","2876490.0600","82.63"
"12/01/2017","Imports","Total","Ontario","22755.0000","631212.7200","27.74"
"12/01/2017","Imports","Total","Québec","115235.0000","13028953.6900","113.06"
"12/01/2017","Imports","Total","Saskatchewan","950.0000","13955.5100","14.69"
"12/01/2017","Imports","Total","Total","749290.0718","34380051.9542","45.88"
"12/01/2017","Imports","Vermont","Québec","21256.0000","4536881.9700","213.44"
"12/01/2017","Imports","Vermont","Total","21256.0000","4536881.9700","213.44"
"12/01/2017","Imports","Washington","Alberta","2055.0000","68765.1100","33.46"
"12/01/2017","Imports","Washington","British Columbia","531894.9998","16153634.9962","30.37"
"12/01/2017","Imports","Washington","Total","533949.9998","16222400.1062","30.38"
"01/01/2018","Exports","Alberta","California","7.0000","153.0000","21.86"
"01/01/2018","Exports","Alberta","Indiana","0.0000","0.0000","0.00"
"01/01/2018","Exports","Alberta","Montana","4002.8000","140111.3400","35.00"
"01/01/2018","Exports","Alberta","Total","14740.8000","495384.9700","33.61"
"01/01/2018","Exports","Alberta","Washington","10731.0000","355120.6300","33.09"
"01/01/2018","Exports","British Columbia","Alaska","76.3200","5462.9900","71.58"
"01/01/2018","Exports","British Columbia","California","742061.7294","34728209.7472","46.80"
"01/01/2018","Exports","British Columbia","Idaho","50.0000","2982.4800","59.65"
"01/01/2018","Exports","British Columbia","Montana","1090.0000","31478.8337","28.88"
"01/01/2018","Exports","British Columbia","Nebraska","3788.0000","268924.1312","70.99"
"01/01/2018","Exports","British Columbia","New Mexico","75.0000","4939.7325","65.86"
"01/01/2018","Exports","British Columbia","Oregon","2220.0000","85835.2769","38.66"
"01/01/2018","Exports","British Columbia","Total","776626.3785","36186048.6075","46.59"
"01/01/2018","Exports","British Columbia","Utah","376.0000","30371.5880","80.78"
"01/01/2018","Exports","British Columbia","Washington","26889.3291","1027843.8280","38.22"
"01/01/2018","Exports","Manitoba","Indiana","0.0000","0.0000","0.00"
"01/01/2018","Exports","Manitoba","Minn / N. Dakota","189906.0770","18391754.8000","Confidential"
"01/01/2018","Exports","Manitoba","Texas","0.0000","0.0000","0.00"
"01/01/2018","Exports","Manitoba","Total","189906.0770","18391754.8000","Confidential"
"01/01/2018","Exports","New Brunswick","Maine","170840.0000","18533474.1000","108.48"
"01/01/2018","Exports","New Brunswick","Total","170840.0000","18533474.1000","108.48"
"01/01/2018","Exports","Newfoundland and Labrador","New England-ISO","28713.6000","3728263.0546","129.84"
"01/01/2018","Exports","Newfoundland and Labrador","New York","54346.0000","3639033.6902","66.96"
"01/01/2018","Exports","Newfoundland and Labrador","Total","83059.6000","7367296.7448","88.70"
"01/01/2018","Exports","Nova Scotia","Maine","9782.0000","1410274.5533","144.17"
"01/01/2018","Exports","Nova Scotia","Total","9782.0000","1410274.5533","144.17"
"01/01/2018","Exports","Ontario","Indiana","29535.0000","2601543.0200","88.08"
"01/01/2018","Exports","Ontario","Massachusetts","200.0000","35475.5000","177.38"
"01/01/2018","Exports","Ontario","Michigan","829135.8550","52175368.1020","62.93"
"01/01/2018","Exports","Ontario","Minn / N. Dakota","1261.0000","61808.9400","49.02"
"01/01/2018","Exports","Ontario","Minnesota","80867.0000","3568428.2400","44.13"
"01/01/2018","Exports","Ontario","New England-ISO","95690.4200","11636992.8800","121.61"
"01/01/2018","Exports","Ontario","New York","927152.3700","66900375.8764","72.16"
"01/01/2018","Exports","Ontario","Pennsylvania","7526.0000","834739.7300","110.91"
"01/01/2018","Exports","Ontario","Pennsylvania Jersey Maryland Power Pool","85641.5000","6373543.6400","74.42"
"01/01/2018","Exports","Ontario","Total","2062793.1450","144972376.9284","70.28"
"01/01/2018","Exports","Ontario","Vermont","5784.0000","784101.0000","135.56"
"01/01/2018","Exports","Québec","Maine","391217.0500","43409925.1400","110.96"
"01/01/2018","Exports","Québec","New England-ISO","131540.0000","16869451.0500","128.25"
"01/01/2018","Exports","Québec","New York","751054.0000","-1677146.4000","-2.72"
"01/01/2018","Exports","Québec","Total","2165800.0500","127502556.8300","53.11"
"01/01/2018","Exports","Québec","Vermont","891989.0000","68900327.0400","63.67"
"01/01/2018","Exports","Saskatchewan","North Dakota","4529.0000","256543.1100","56.64"
"01/01/2018","Exports","Saskatchewan","Total","4529.0000","256543.1100","56.64"
"01/01/2018","Exports","Total","Alaska","76.3200","5462.9900","71.58"
"01/01/2018","Exports","Total","California","742068.7294","34728362.7472","46.80"
"01/01/2018","Exports","Total","Idaho","50.0000","2982.4800","59.65"
"01/01/2018","Exports","Total","Indiana","29535.0000","2601543.0200","88.08"
"01/01/2018","Exports","Total","Maine","571839.0500","63353673.7933","110.79"
"01/01/2018","Exports","Total","Massachusetts","200.0000","35475.5000","177.38"
"01/01/2018","Exports","Total","Michigan","829135.8550","52175368.1020","62.93"
"01/01/2018","Exports","Total","Minn / N. Dakota","191167.0770","18453563.7400","Confidential"
"01/01/2018","Exports","Total","Minnesota","80867.0000","3568428.2400","44.13"
"01/01/2018","Exports","Total","Montana","5092.8000","171590.1737","33.69"
"01/01/2018","Exports","Total","Nebraska","3788.0000","268924.1312","70.99"
"01/01/2018","Exports","Total","New England-ISO","255944.0200","32234706.9846","125.94"
"01/01/2018","Exports","Total","New Mexico","75.0000","4939.7325","65.86"
"01/01/2018","Exports","Total","New York","1732552.3700","68862263.1666","39.53"
"01/01/2018","Exports","Total","North Dakota","4529.0000","256543.1100","56.64"
"01/01/2018","Exports","Total","Oregon","2220.0000","85835.2769","38.66"
"01/01/2018","Exports","Total","Pennsylvania","7526.0000","834739.7300","110.91"
"01/01/2018","Exports","Total","Pennsylvania Jersey Maryland Power Pool","85641.5000","6373543.6400","74.42"
"01/01/2018","Exports","Total","Texas","0.0000","0.0000","0.00"
"01/01/2018","Exports","Total","Total","5478077.0505","355115710.6440","62.43"
"01/01/2018","Exports","Total","Utah","376.0000","30371.5880","80.78"
"01/01/2018","Exports","Total","Vermont","897773.0000","69684428.0400","64.13"
"01/01/2018","Exports","Total","Washington","37620.3291","1382964.4580","36.76"
"01/01/2018","Imports","Arizona","British Columbia","1075.0000","16341.5050","15.20"
"01/01/2018","Imports","Arizona","Total","1075.0000","16341.5050","15.20"
